Oblast,Raion,Hromada,Settlement,Population
Poltavska,Myrhorodskyi,Komyshnianska,Lisove,3
Poltavska,Myrhorodskyi,Komyshnianska,Mala Hremiacha,31
Poltavska,Myrhorodskyi,Komyshnianska,Mokrii,209
Poltavska,Myrhorodskyi,Komyshnianska,Novoselytsia,6
Poltavska,Myrhorodskyi,Komyshnianska,Onatske,145
Poltavska,Myrhorodskyi,Komyshnianska,Ostapivka,889
Poltavska,Myrhorodskyi,Komyshnianska,Panchenky,12
Poltavska,Myrhorodskyi,Komyshnianska,Petrivka,47
Poltavska,Myrhorodskyi,Komyshnianska,Popivka,1932
Poltavska,Myrhorodskyi,Komyshnianska,Prokopovychi,3
Poltavska,Myrhorodskyi,Komyshnianska,Pysarivka,198
Poltavska,Myrhorodskyi,Komyshnianska,Radchenkove,27
Poltavska,Myrhorodskyi,Komyshnianska,Sazhka,10
Poltavska,Myrhorodskyi,Komyshnianska,Shtompeli,70
Poltavska,Myrhorodskyi,Komyshnianska,Shulhy,299
Poltavska,Myrhorodskyi,Komyshnianska,Skydanky,11
Poltavska,Myrhorodskyi,Komyshnianska,Sokhatske,100
Poltavska,Myrhorodskyi,Komyshnianska,Stupky,11
Poltavska,Myrhorodskyi,Komyshnianska,Synoshchoky,19
Poltavska,Myrhorodskyi,Komyshnianska,Travneve,94
Poltavska,Myrhorodskyi,Komyshnianska,Velyka Hremiacha,187
Poltavska,Myrhorodskyi,Komyshnianska,Verkhnia Budakivka,143
Poltavska,Myrhorodskyi,Komyshnianska,Vovky,10
Poltavska,Myrhorodskyi,Komyshnianska,Zalizniaky,10
Poltavska,Myrhorodskyi,Komyshnianska,Zuivtsi,1307
Poltavska,Myrhorodskyi,Krasnolutska,Berizky,10
Poltavska,Myrhorodskyi,Krasnolutska,Birky,373
Poltavska,Myrhorodskyi,Krasnolutska,Bukhalove,172
Poltavska,Myrhorodskyi,Krasnolutska,Hlyboka Dolyna,101
Poltavska,Myrhorodskyi,Krasnolutska,Hrechanivka,392
Poltavska,Myrhorodskyi,Krasnolutska,Khyttsi,705
Poltavska,Myrhorodskyi,Krasnolutska,Krasna Luka,1147
Poltavska,Myrhorodskyi,Krasnolutska,Maksymivka,265
Poltavska,Myrhorodskyi,Krasnolutska,Mala Pobyvanka,244
Poltavska,Myrhorodskyi,Krasnolutska,Mykolaivka,121
Poltavska,Myrhorodskyi,Krasnolutska,Pyriatynshchyna,231
Poltavska,Myrhorodskyi,Krasnolutska,Rymarivka,899
Poltavska,Myrhorodskyi,Krasnolutska,Shevchenkove,52
Poltavska,Myrhorodskyi,Krasnolutska,Svatky,784
Poltavska,Myrhorodskyi,Krasnolutska,Tryhubshchyna,3
Poltavska,Myrhorodskyi,Krasnolutska,Tsipky,719
Poltavska,Myrhorodskyi,Krasnolutska,Tsymbalove,10
Poltavska,Myrhorodskyi,Krasnolutska,Zelena Balka,5
Poltavska,Myrhorodskyi,Krasnolutska,Zmazhyne,18
Poltavska,Myrhorodskyi,Liutenska,Hlyboke,23
Poltavska,Myrhorodskyi,Liutenska,Kruhle Ozero,37
Poltavska,Myrhorodskyi,Liutenska,Liutenka,3665
Poltavska,Myrhorodskyi,Liutenska,Lysivka,570
Poltavska,Myrhorodskyi,Liutenska,Mala Obukhivka,162
Poltavska,Myrhorodskyi,Liutenska,Mlyny,148
Poltavska,Myrhorodskyi,Liutenska,Novyi Vyselok,17
Poltavska,Myrhorodskyi,Liutenska,Pereviz,40
Poltavska,Myrhorodskyi,Liutenska,Rashivka,2023
Poltavska,Myrhorodskyi,Liutenska,Soldatove,25
Poltavska,Myrhorodskyi,Liutenska,Sosnivka,1110
Poltavska,Myrhorodskyi,Liutenska,Yurivka,77
Poltavska,Myrhorodskyi,Lokhvytska,Arkhypivka,22
Poltavska,Myrhorodskyi,Lokhvytska,Berbenytsi,506
Poltavska,Myrhorodskyi,Lokhvytska,Bezsaly,775
Poltavska,Myrhorodskyi,Lokhvytska,Bilohorilka,517
Poltavska,Myrhorodskyi,Lokhvytska,Chervona Balka,21
Poltavska,Myrhorodskyi,Lokhvytska,Chervona Slobidka,15
Poltavska,Myrhorodskyi,Lokhvytska,Chyzhi,8
Poltavska,Myrhorodskyi,Lokhvytska,Derekivshchyna,40
Poltavska,Myrhorodskyi,Lokhvytska,Dibrivne,207
Poltavska,Myrhorodskyi,Lokhvytska,Dolynka,212
Poltavska,Myrhorodskyi,Lokhvytska,Haivshchyna,441
Poltavska,Myrhorodskyi,Lokhvytska,Hamaliivka,388
Poltavska,Myrhorodskyi,Lokhvytska,Hyriavi Iskivtsi,103
Poltavska,Myrhorodskyi,Lokhvytska,Kharkivtsi,560
Poltavska,Myrhorodskyi,Lokhvytska,Khrystanivka,164
Poltavska,Myrhorodskyi,Lokhvytska,Krynytsia,499
Poltavska,Myrhorodskyi,Lokhvytska,Lokhvytsia,11014
Poltavska,Myrhorodskyi,Lokhvytska,Luka,1480
Poltavska,Myrhorodskyi,Lokhvytska,Mekhedivka,184
Poltavska,Myrhorodskyi,Lokhvytska,Mlyny,644
Poltavska,Myrhorodskyi,Lokhvytska,Nove,59
Poltavska,Myrhorodskyi,Lokhvytska,Ozerne,54
Poltavska,Myrhorodskyi,Lokhvytska,Parnytske,9
Poltavska,Myrhorodskyi,Lokhvytska,Pestychevske,26
Poltavska,Myrhorodskyi,Lokhvytska,Poharshchyna,859
Poltavska,Myrhorodskyi,Lokhvytska,Puchkivshchyna,7
Poltavska,Myrhorodskyi,Lokhvytska,Romanykha,179
Poltavska,Myrhorodskyi,Lokhvytska,Ruchky,21
Poltavska,Myrhorodskyi,Lokhvytska,Ruda,37
Poltavska,Myrhorodskyi,Lokhvytska,Ryhy,428
Poltavska,Myrhorodskyi,Lokhvytska,Shevchenkove,56
Poltavska,Myrhorodskyi,Lokhvytska,Shmyhli,47
Poltavska,Myrhorodskyi,Lokhvytska,Slobidka,24
Poltavska,Myrhorodskyi,Lokhvytska,Sokyrykha,72
Poltavska,Myrhorodskyi,Lokhvytska,Staryi Khutir,187
Poltavska,Myrhorodskyi,Lokhvytska,Stepne,7
Poltavska,Myrhorodskyi,Lokhvytska,Stepuky,192
Poltavska,Myrhorodskyi,Lokhvytska,Svyrydivka,668
Poltavska,Myrhorodskyi,Lokhvytska,Tokari,1511
Poltavska,Myrhorodskyi,Lokhvytska,Vasylky,383
Poltavska,Myrhorodskyi,Lokhvytska,Venslavy,262
Poltavska,Myrhorodskyi,Lokhvytska,Vesele,13
Poltavska,Myrhorodskyi,Lokhvytska,Volia,31
Poltavska,Myrhorodskyi,Lokhvytska,Vyshenky,12
Poltavska,Myrhorodskyi,Lokhvytska,Yakhnyky,1339
Poltavska,Myrhorodskyi,Lokhvytska,Yashnyky,243
Poltavska,Myrhorodskyi,Lokhvytska,Yuskivtsi,471
Poltavska,Myrhorodskyi,Lokhvytska,Zapadyntsi,291
Poltavska,Myrhorodskyi,Lokhvytska,Zhabky,654
Poltavska,Myrhorodskyi,Lokhvytska,Zirka,20
Poltavska,Myrhorodskyi,Myrhorodska,Biieve,9
Poltavska,Myrhorodskyi,Myrhorodska,Bilyky,840
Poltavska,Myrhorodskyi,Myrhorodska,Derkachi,171
Poltavska,Myrhorodskyi,Myrhorodska,Dibrivka,1051
Poltavska,Myrhorodskyi,Myrhorodska,Dovhalivka,303
Poltavska,Myrhorodskyi,Myrhorodska,Harkushyntsi,1393
Poltavska,Myrhorodskyi,Myrhorodska,Hlyboke,69
Poltavska,Myrhorodskyi,Myrhorodska,Khomutets,2477
Poltavska,Myrhorodskyi,Myrhorodska,Kotliari,14
Poltavska,Myrhorodskyi,Myrhorodska,Kuzmenky,27
Poltavska,Myrhorodskyi,Myrhorodska,Kybyntsi,1332
Poltavska,Myrhorodskyi,Myrhorodska,Leshchenky,92
Poltavska,Myrhorodskyi,Myrhorodska,Liubivshchyna,358
Poltavska,Myrhorodskyi,Myrhorodska,Mali Sorochyntsi,527
Poltavska,Myrhorodskyi,Myrhorodska,Maltsi,284
Poltavska,Myrhorodskyi,Myrhorodska,Malynivka,206
Poltavska,Myrhorodskyi,Myrhorodska,Marchenky,58
Poltavska,Myrhorodskyi,Myrhorodska,Mylashenkove,48
Poltavska,Myrhorodskyi,Myrhorodska,Myrhorod,37886
Poltavska,Myrhorodskyi,Myrhorodska,Nosenky,9
Poltavska,Myrhorodskyi,Myrhorodska,Osove,76
Poltavska,Myrhorodskyi,Myrhorodska,Petrivtsi,1685
Poltavska,Myrhorodskyi,Myrhorodska,Pokazove,172
Poltavska,Myrhorodskyi,Myrhorodska,Ruda,194
Poltavska,Myrhorodskyi,Myrhorodska,Rybalske,161
Poltavska,Myrhorodskyi,Myrhorodska,Shakhvorostivka,773
Poltavska,Myrhorodskyi,Myrhorodska,Shpakove,11
Poltavska,Myrhorodskyi,Myrhorodska,Slobidka,517
Poltavska,Myrhorodskyi,Myrhorodska,Stovbyne,269
Poltavska,Myrhorodskyi,Myrhorodska,Trudoliub,517
Poltavska,Myrhorodskyi,Myrhorodska,Verkhovyna,15
Poltavska,Myrhorodskyi,Myrhorodska,Vesele,4
Poltavska,Myrhorodskyi,Myrhorodska,Vovnianka,456
Poltavska,Myrhorodskyi,Myrhorodska,Yarmaky,404
Poltavska,Myrhorodskyi,Myrhorodska,Yemtsi,31
Poltavska,Myrhorodskyi,Myrhorodska,Yerky,466
Poltavska,Myrhorodskyi,Myrhorodska,Zubivka,424
Poltavska,Myrhorodskyi,Petrivsko-Romenska,Baliasne,4
Poltavska,Myrhorodskyi,Petrivsko-Romenska,Berezova Luka,1305
Poltavska,Myrhorodskyi,Petrivsko-Romenska,Konovalove,232
Poltavska,Myrhorodskyi,Petrivsko-Romenska,Lykhopillia,105
Poltavska,Myrhorodskyi,Petrivsko-Romenska,Meleshky,186
Poltavska,Myrhorodskyi,Petrivsko-Romenska,Petrivka-Romenska,3003
Poltavska,Myrhorodskyi,Petrivsko-Romenska,Ruchky,849
Poltavska,Myrhorodskyi,Petrivsko-Romenska,Seredniaky,545
Poltavska,Myrhorodskyi,Petrivsko-Romenska,Veneslavivka,295
Poltavska,Myrhorodskyi,Petrivsko-Romenska,Vetkhalivka,192
Poltavska,Myrhorodskyi,Romodanivska,Koniusheve,29
Poltavska,Myrhorodskyi,Romodanivska,Novoorikhivka,1654
Poltavska,Myrhorodskyi,Romodanivska,Romodan,2669
Poltavska,Myrhorodskyi,Romodanivska,Romodan,506
Poltavska,Myrhorodskyi,Romodanivska,Sharkivshchyna,626
Poltavska,Myrhorodskyi,Romodanivska,Sotnytske,50
Poltavska,Myrhorodskyi,Romodanivska,Velychkivka,165
Poltavska,Myrhorodskyi,Senchanska,Beshty,170
Poltavska,Myrhorodskyi,Senchanska,Chasnykivka,350
Poltavska,Myrhorodskyi,Senchanska,Driukivshchyna,54
Poltavska,Myrhorodskyi,Senchanska,Hirky,59
Poltavska,Myrhorodskyi,Senchanska,Iskivtsi,744
Poltavska,Myrhorodskyi,Senchanska,Khyttsi,275
Poltavska,Myrhorodskyi,Senchanska,Korsunivka,534
Poltavska,Myrhorodskyi,Senchanska,Luchka,284
Poltavska,Myrhorodskyi,Senchanska,Ovdiivka,25
Poltavska,Myrhorodskyi,Senchanska,Plaskivshchyna,51
Poltavska,Myrhorodskyi,Senchanska,Pototskivshchyna,143
Poltavska,Myrhorodskyi,Senchanska,Rudka,64
Poltavska,Myrhorodskyi,Senchanska,Saranchyne,39
Poltavska,Myrhorodskyi,Senchanska,Sencha,3037
Poltavska,Myrhorodskyi,Senchanska,Sheky,355
Poltavska,Myrhorodskyi,Senchanska,Shkadrety,165
Poltavska,Myrhorodskyi,Senchanska,Skorobahatky,437
Poltavska,Myrhorodskyi,Senchanska,Slozykha,42
Poltavska,Myrhorodskyi,Senchanska,Vovkivske,195
Poltavska,Myrhorodskyi,Senchanska,Vyrishalne,2387
Poltavska,Myrhorodskyi,Senchanska,Vysoke,174
Poltavska,Myrhorodskyi,Senchanska,Yablunivka,302
Poltavska,Myrhorodskyi,Senchanska,Zhdany,1004
Poltavska,Myrhorodskyi,Serhiivska,Cherneche,61
Poltavska,Myrhorodskyi,Serhiivska,Dachne,28
Poltavska,Myrhorodskyi,Serhiivska,Kachanove,629
Poltavska,Myrhorodskyi,Serhiivska,Kalynivshchyna,38
Poltavska,Myrhorodskyi,Serhiivska,Kramarshchyna,25
Poltavska,Myrhorodskyi,Serhiivska,Lobodyne,141
Poltavska,Myrhorodskyi,Serhiivska,Novoselivka,247
Poltavska,Myrhorodskyi,Serhiivska,Rozbyshivka,1352
Poltavska,Myrhorodskyi,Serhiivska,Serhiivka,1201
Poltavska,Myrhorodskyi,Serhiivska,Stepove,49
Poltavska,Myrhorodskyi,Serhiivska,Vechirchyne,124
Poltavska,Myrhorodskyi,Serhiivska,Vesele,65
Poltavska,Myrhorodskyi,Serhiivska,Vyrishalne,0
Poltavska,Myrhorodskyi,Shyshatska,Babychi,12
Poltavska,Myrhorodskyi,Shyshatska,Baranivka,613
Poltavska,Myrhorodskyi,Shyshatska,Bilashi,66
Poltavska,Myrhorodskyi,Shyshatska,Bukhuny,313
Poltavska,Myrhorodskyi,Shyshatska,Chernyshivka,159
Poltavska,Myrhorodskyi,Shyshatska,Chornobai,28
Poltavska,Myrhorodskyi,Shyshatska,Demianky,36
Poltavska,Myrhorodskyi,Shyshatska,Dmytrivka,411
Poltavska,Myrhorodskyi,Shyshatska,Fedunka,496
Poltavska,Myrhorodskyi,Shyshatska,Hnatenky,14
Poltavska,Myrhorodskyi,Shyshatska,Hoholeve,516
Poltavska,Myrhorodskyi,Shyshatska,Honchari,46
Poltavska,Myrhorodskyi,Shyshatska,Horishnie,10
Poltavska,Myrhorodskyi,Shyshatska,Hryhorivshchyna,93
Poltavska,Myrhorodskyi,Shyshatska,Kharenky,168
Poltavska,Myrhorodskyi,Shyshatska,Khodosykha,24
Poltavska,Myrhorodskyi,Shyshatska,Khrystivka,122
Poltavska,Myrhorodskyi,Shyshatska,Khvalky,32
Poltavska,Myrhorodskyi,Shyshatska,Khvoshchove,303
Poltavska,Myrhorodskyi,Shyshatska,Klymove,24
Poltavska,Myrhorodskyi,Shyshatska,Koliady,143
Poltavska,Myrhorodskyi,Shyshatska,Kolodiazhne,9
Poltavska,Myrhorodskyi,Shyshatska,Koverdyna Balka,512
Poltavska,Myrhorodskyi,Shyshatska,Kryvoruchky,47
Poltavska,Myrhorodskyi,Shyshatska,Kyrpotivka,95
Poltavska,Myrhorodskyi,Shyshatska,Kyselykha,29
Poltavska,Myrhorodskyi,Shyshatska,Leheidy,9
Poltavska,Myrhorodskyi,Shyshatska,Leshchany,7
Poltavska,Myrhorodskyi,Shyshatska,Lutsi,23
Poltavska,Myrhorodskyi,Shyshatska,Mala Buzova,127
Poltavska,Myrhorodskyi,Shyshatska,Malyi Pereviz,93
Poltavska,Myrhorodskyi,Shyshatska,Malykivshchyna,134
Poltavska,Myrhorodskyi,Shyshatska,Manachynivka,59
Poltavska,Myrhorodskyi,Shyshatska,Maslivtsi,88
Poltavska,Myrhorodskyi,Shyshatska,Miroshnyky,9
Poltavska,Myrhorodskyi,Shyshatska,Mykhailyky,883
Poltavska,Myrhorodskyi,Shyshatska,Naumenky,83
Poltavska,Myrhorodskyi,Shyshatska,Nosy,160
Poltavska,Myrhorodskyi,Shyshatska,Nyzhni Yaresky,43
Poltavska,Myrhorodskyi,Shyshatska,Nyzova Yakovenshchyna,38
Poltavska,Myrhorodskyi,Shyshatska,Pavlivka,32
Poltavska,Myrhorodskyi,Shyshatska,Pelaheivka,217
Poltavska,Myrhorodskyi,Shyshatska,Perevodchykove,89
Poltavska,Myrhorodskyi,Shyshatska,Petrenky,51
Poltavska,Myrhorodskyi,Shyshatska,Pokrovske,510
Poltavska,Myrhorodskyi,Shyshatska,Porskalivka,162
Poltavska,Myrhorodskyi,Shyshatska,Pryntseve,7
Poltavska,Myrhorodskyi,Shyshatska,Pryshyb,702
Poltavska,Myrhorodskyi,Shyshatska,Raivka,5
Poltavska,Myrhorodskyi,Shyshatska,Romanky,110
Poltavska,Myrhorodskyi,Shyshatska,Rymyhy,122
Poltavska,Myrhorodskyi,Shyshatska,Sahaidak,1104
Poltavska,Myrhorodskyi,Shyshatska,Salymivshchyna,22
Poltavska,Myrhorodskyi,Shyshatska,Samary,184
Poltavska,Myrhorodskyi,Shyshatska,Shafranivka,253
Poltavska,Myrhorodskyi,Shyshatska,Sharlaivka,45
Poltavska,Myrhorodskyi,Shyshatska,Shvadrony,98
Poltavska,Myrhorodskyi,Shyshatska,Shyshaky,4242
Poltavska,Myrhorodskyi,Shyshatska,Sosnivka,231
Poltavska,Myrhorodskyi,Shyshatska,Sulymy,57
Poltavska,Myrhorodskyi,Shyshatska,Tovste,180
Poltavska,Myrhorodskyi,Shyshatska,Tsovy,41
Poltavska,Myrhorodskyi,Shyshatska,Tyshchenky,470
Poltavska,Myrhorodskyi,Shyshatska,Velychkove,19
Poltavska,Myrhorodskyi,Shyshatska,Velyka Buzova,507
Poltavska,Myrhorodskyi,Shyshatska,Velykyi Pereviz,869
Poltavska,Myrhorodskyi,Shyshatska,Verteletske,133
Poltavska,Myrhorodskyi,Shyshatska,Voronianshchyna,193
Poltavska,Myrhorodskyi,Shyshatska,Voskobiinyky,676
Poltavska,Myrhorodskyi,Shyshatska,Vyshneve,57
Poltavska,Myrhorodskyi,Shyshatska,Yakovenshchyna-Horova,2
Poltavska,Myrhorodskyi,Shyshatska,Yaresky,3958
Poltavska,Myrhorodskyi,Shyshatska,Zelene,11
Poltavska,Myrhorodskyi,Shyshatska,Zhorzhivka,634
Poltavska,Myrhorodskyi,Shyshatska,Zozuli,27
Poltavska,Myrhorodskyi,Velykobahachanska,Bahachka Persha,337
Poltavska,Myrhorodskyi,Velykobahachanska,Bairak,449
Poltavska,Myrhorodskyi,Velykobahachanska,Baliuky,453
Poltavska,Myrhorodskyi,Velykobahachanska,Bekhtershchyna,297
Poltavska,Myrhorodskyi,Velykobahachanska,Buriakivshchyna,37
Poltavska,Myrhorodskyi,Velykobahachanska,Butova Dolyna,444
Poltavska,Myrhorodskyi,Velykobahachanska,Dovhalivka,496
Poltavska,Myrhorodskyi,Velykobahachanska,Harnokut,31
Poltavska,Myrhorodskyi,Velykobahachanska,Ivanivka,9
Poltavska,Myrhorodskyi,Velykobahachanska,Krotivshchyna,808
Poltavska,Myrhorodskyi,Velykobahachanska,Lukashi,45
Poltavska,Myrhorodskyi,Velykobahachanska,Mala Reshetylivka,94
Poltavska,Myrhorodskyi,Velykobahachanska,Marianivka,341
Poltavska,Myrhorodskyi,Velykobahachanska,Perekopivka,97
Poltavska,Myrhorodskyi,Velykobahachanska,Pushkareve,260
Poltavska,Myrhorodskyi,Velykobahachanska,Pylypenky,68
Poltavska,Myrhorodskyi,Velykobahachanska,Radyvonivka,1073
Poltavska,Myrhorodskyi,Velykobahachanska,Semenivka,339
Poltavska,Myrhorodskyi,Velykobahachanska,Shepeli,24
Poltavska,Myrhorodskyi,Velykobahachanska,Shyroka Dolyna,453
Poltavska,Myrhorodskyi,Velykobahachanska,Shyroke,158
Poltavska,Myrhorodskyi,Velykobahachanska,Skybivshchyna,92
Poltavska,Myrhorodskyi,Velykobahachanska,Stefanivshchyna,153
Poltavska,Myrhorodskyi,Velykobahachanska,Stepanivka,492
Poltavska,Myrhorodskyi,Velykobahachanska,Surzhky,201
Poltavska,Myrhorodskyi,Velykobahachanska,Velyka Bahachka,5261
Poltavska,Myrhorodskyi,Velykobahachanska,Volodymyrivka,99
Poltavska,Myrhorodskyi,Velykobahachanska,Yakymove,767
Poltavska,Myrhorodskyi,Velykobahachanska,Zaton,167
Poltavska,Myrhorodskyi,Velykobudyshchanska,Bakuty,86
Poltavska,Myrhorodskyi,Velykobudyshchanska,Bobryk,791
Poltavska,Myrhorodskyi,Velykobudyshchanska,Brovarky,451
Poltavska,Myrhorodskyi,Velykobudyshchanska,Duchyntsi,156
Poltavska,Myrhorodskyi,Velykobudyshchanska,Knyshivka,827
Poltavska,Myrhorodskyi,Velykobudyshchanska,Martynivka,579
Poltavska,Myrhorodskyi,Velykobudyshchanska,Mohylativ,71
Poltavska,Myrhorodskyi,Velykobudyshchanska,Morozivshchyna,133
Poltavska,Myrhorodskyi,Velykobudyshchanska,Pedorychi,102
Poltavska,Myrhorodskyi,Velykobudyshchanska,Plishyvets,808
Poltavska,Myrhorodskyi,Velykobudyshchanska,Shadurka,70
Poltavska,Myrhorodskyi,Velykobudyshchanska,Teple,506
Poltavska,Myrhorodskyi,Velykobudyshchanska,Tiutiurivshchyna,114
Poltavska,Myrhorodskyi,Velykobudyshchanska,Tymofiivka,199
Poltavska,Myrhorodskyi,Velykobudyshchanska,Velbivka,1379
Poltavska,Myrhorodskyi,Velykobudyshchanska,Velyke,341
Poltavska,Myrhorodskyi,Velykobudyshchanska,Velyki Budyshcha,1110
Poltavska,Myrhorodskyi,Velykobudyshchanska,Vepryk,2915
Poltavska,Myrhorodskyi,Velykobudyshchanska,Voronivshchyna,60
Poltavska,Myrhorodskyi,Velykobudyshchanska,Zapsilske,84
Poltavska,Myrhorodskyi,Velykosorochynska,Bessaraby,108
Poltavska,Myrhorodskyi,Velykosorochynska,Dovhaleve,0
Poltavska,Myrhorodskyi,Velykosorochynska,Ivashchenky,83
Poltavska,Myrhorodskyi,Velykosorochynska,Koptiv,28
Poltavska,Myrhorodskyi,Velykosorochynska,Kovalivka,890
Poltavska,Myrhorodskyi,Velykosorochynska,Kupivshchyna,94
Poltavska,Myrhorodskyi,Velykosorochynska,Marenychi,224
Poltavska,Myrhorodskyi,Velykosorochynska,Myrne,469
Poltavska,Myrhorodskyi,Velykosorochynska,Olefirivka,165
Poltavska,Myrhorodskyi,Velykosorochynska,Panasivka,92
Poltavska,Myrhorodskyi,Velykosorochynska,Polyviane,388
Poltavska,Myrhorodskyi,Velykosorochynska,Radchenky,207
Poltavska,Myrhorodskyi,Velykosorochynska,Sakalivka,74
Poltavska,Myrhorodskyi,Velykosorochynska,Savyntsi,1114
Poltavska,Myrhorodskyi,Velykosorochynska,Semerenky,168
Poltavska,Myrhorodskyi,Velykosorochynska,Solontsi,402
Poltavska,Myrhorodskyi,Velykosorochynska,Tsyseve,131
Poltavska,Myrhorodskyi,Velykosorochynska,Velyka Obukhivka,693
Poltavska,Myrhorodskyi,Velykosorochynska,Velyki Sorochyntsi,3533
Poltavska,Myrhorodskyi,Velykosorochynska,Velykyi Bairak,485
Poltavska,Myrhorodskyi,Velykosorochynska,Zelenyi Kut,317
Poltavska,Myrhorodskyi,Zavodska,Bodakva,1152
Poltavska,Myrhorodskyi,Zavodska,Chervoni Luky,85
Poltavska,Myrhorodskyi,Zavodska,Khruli,121
Poltavska,Myrhorodskyi,Zavodska,Nyzhnia Budakivka,398
Poltavska,Myrhorodskyi,Zavodska,Pisky,2509
Poltavska,Myrhorodskyi,Zavodska,Pisochky,296
Poltavska,Myrhorodskyi,Zavodska,Shevchenky,99
Poltavska,Myrhorodskyi,Zavodska,Vyshneve,29
Poltavska,Myrhorodskyi,Zavodska,Yaremivshchyna,262
Poltavska,Myrhorodskyi,Zavodska,Zamoriivka,59
Poltavska,Myrhorodskyi,Zavodska,Zavodske,7712
Poltavska,Poltavskyi,Bilytska,Berezhnivka,958
Poltavska,Poltavskyi,Bilytska,Bilokonivka,103
Poltavska,Poltavskyi,Bilytska,Bilyky,4736
Poltavska,Poltavskyi,Bilytska,Bohdanivka,2
Poltavska,Poltavskyi,Bilytska,Butenky,2292
Poltavska,Poltavskyi,Bilytska,Chervone,156
Poltavska,Poltavskyi,Bilytska,Chervoni Kvity,274
Poltavska,Poltavskyi,Bilytska,Chorbivka,531
Poltavska,Poltavskyi,Bilytska,Chumaky,72
Poltavska,Poltavskyi,Bilytska,Dryzhyna Hreblia,735
Poltavska,Poltavskyi,Bilytska,Kolodiazhne,181
Poltavska,Poltavskyi,Bilytska,Komarivka,138
Poltavska,Poltavskyi,Bilytska,Kustolovi Kushchi,784
Poltavska,Poltavskyi,Bilytska,Markivka,489
Poltavska,Poltavskyi,Bilytska,Myrne,241
Poltavska,Poltavskyi,Bilytska,Prohres,188
Poltavska,Poltavskyi,Bilytska,Rubany,75
Poltavska,Poltavskyi,Bilytska,Shapky,73
Poltavska,Poltavskyi,Bilytska,Slavnivka,2
Poltavska,Poltavskyi,Bilytska,Stepove,226
Poltavska,Poltavskyi,Bilytska,Svichkareve,668
Poltavska,Poltavskyi,Bilytska,Troiany,196
Poltavska,Poltavskyi,Bilytska,Vitrova Balka,359
Poltavska,Poltavskyi,Bilytska,Vyshneve,385
Poltavska,Poltavskyi,Bilytska,Zelene,46
Poltavska,Poltavskyi,Bilytska,Zhuky,506
Poltavska,Poltavskyi,Bilytska,Zhyrky,17
Poltavska,Poltavskyi,Chutivska,Cherniakivka,770
Poltavska,Poltavskyi,Chutivska,Chutove,6024
Poltavska,Poltavskyi,Chutivska,Dondasivka,0
Poltavska,Poltavskyi,Chutivska,Hriakove,666
Poltavska,Poltavskyi,Chutivska,Kantemyrivka,177
Poltavska,Poltavskyi,Chutivska,Kochubeivka,964
Poltavska,Poltavskyi,Chutivska,Leventsivka,146
Poltavska,Poltavskyi,Chutivska,Lozuvatka,292
Poltavska,Poltavskyi,Chutivska,Lysycha,158
Poltavska,Poltavskyi,Chutivska,Maidan,120
Poltavska,Poltavskyi,Chutivska,Nove Hriakove,195
Poltavska,Poltavskyi,Chutivska,Novofedorivka,443
Poltavska,Poltavskyi,Chutivska,Nyzhni Rivni,183
Poltavska,Poltavskyi,Chutivska,Okhoche,51
Poltavska,Poltavskyi,Chutivska,Rozpashne,353
Poltavska,Poltavskyi,Chutivska,Shchaslyve,248
Poltavska,Poltavskyi,Chutivska,Smorodshchyna,509
Poltavska,Poltavskyi,Chutivska,Stinka,198
Poltavska,Poltavskyi,Chutivska,Storozhove,517
Poltavska,Poltavskyi,Chutivska,Taverivka,589
Poltavska,Poltavskyi,Chutivska,Toibik,53
Poltavska,Poltavskyi,Chutivska,Vasylivka,827
Poltavska,Poltavskyi,Chutivska,Verkhni Rivni,62
Poltavska,Poltavskyi,Chutivska,Vilkhuvatka,654
Poltavska,Poltavskyi,Chutivska,Vodiane,167
Poltavska,Poltavskyi,Chutivska,Voinivka,525
Poltavska,Poltavskyi,Chutivska,Vynomynivka,13
Poltavska,Poltavskyi,Chutivska,Yunaky,38
Poltavska,Poltavskyi,Chutivska,Zelenkivka,428
Poltavska,Poltavskyi,Drabynivska,Bohdanivka,275
Poltavska,Poltavskyi,Drabynivska,Dovha Pustosh,92
Poltavska,Poltavskyi,Drabynivska,Drabynivka,1169
Poltavska,Poltavskyi,Drabynivska,Dudkyn Hai,246
Poltavska,Poltavskyi,Drabynivska,Halushchyna Hreblia,436
Poltavska,Poltavskyi,Drabynivska,Kruta Balka,834
Poltavska,Poltavskyi,Drabynivska,Kustolove,354
Poltavska,Poltavskyi,Drabynivska,Luhove,181
Poltavska,Poltavskyi,Drabynivska,Mali Solontsi,212
Poltavska,Poltavskyi,Drabynivska,Mushyna Hreblia,312
Poltavska,Poltavskyi,Drabynivska,Raiduzhne,145
Poltavska,Poltavskyi,Drabynivska,Sukha Maiachka,490
Poltavska,Poltavskyi,Drabynivska,Varvarivka,249
Poltavska,Poltavskyi,Drabynivska,Veselka,51
Poltavska,Poltavskyi,Drabynivska,Vilnyi Step,187
Poltavska,Poltavskyi,Drabynivska,Vovkivka,166
Poltavska,Poltavskyi,Dykanska,Andrenky,19
Poltavska,Poltavskyi,Dykanska,Andriivka,423
Poltavska,Poltavskyi,Dykanska,Bairak,444
Poltavska,Poltavskyi,Dykanska,Baliasne,970
Poltavska,Poltavskyi,Dykanska,Borysivka,64
